nBC,Ins,RH,s,t,avPriceFP0,avPriceFP100,avPriceFP500,avPriceCoastFront,nB,nS,nNC,nOS,nOB,nBL,nT,dBS
0.7,0,1,20,20,213169.89570201,240700.58898305,177816.0625,403552.92391304,1361,1031,244,71,1076,30,240,330
0.7,0,1,20,21,209688.86189112,237659.75,176301.99038462,394368.9673913,1097,1100,250,70,1124,347,237,-3
0.7,0,1,20,22,207318.30601719,235370.95338983,174728.49519231,387287.31521739,1112,1116,253,73,838,52,259,-4
0.7,0,1,20,23,203871.52550143,232712.20762712,172778.45673077,381779.0326087,943,1114,232,71,873,233,239,-171
0.7,0,1,20,24,199762.69340974,228385.35169492,170444.19711538,373726.91304348,930,1098,258,73,693,94,250,-168
0.7,0,1,20,25,193724.252149,221602.89830508,166097.27884615,361700.54347826,981,1089,256,73,671,19,259,-108
0.7,0,1,20,26,190700.97191977,219636.08050847,163873.27884615,356603.95652174,1048,1083,242,87,730,11,251,-35
0.7,0,1,20,27,185935.452149,214565.45338983,159470.07692308,348983.48913043,1131,1067,263,78,794,4,254,64
0.7,0,1,20,28,185400.16733524,212163.04661017,158509.98076923,345361.85869565,1200,1077,252,68,889,9,242,123
0.7,0,1,20,29,183422.6773639,208001.04661017,156604.16826923,341241.80434783,1258,1054,259,75,942,18,258,204
0.7,0,1,20,30,181453.34326648,205011.91101695,154055.8125,336314.80434783,1285,1025,248,73,1017,53,241,260
0.7,0,1,20,31,178262.12034384,202222.40254237,152039.60576923,331152.26086957,1284,1007,237,90,1020,63,265,277
0.7,0,1,20,32,174694.9982808,198008.48728814,149952.24519231,323010.81521739,1309,1014,216,78,1033,18,251,295
0.7,0,1,20,33,171864.70601719,196289.93220339,148049.55769231,317993.16304348,1362,1000,241,77,1056,12,253,362
0.7,0,1,20,34,170337.05673352,193062.59322034,146248.36538462,312469.4673913,1429,983,253,77,1108,9,254,446
0.7,0,1,20,35,170089.75816619,192322.6059322,145957.10576923,309369.45652174,1483,956,246,71,1179,13,250,527
0.7,0,1,20,36,169261.81776504,191955.40677966,145455.61538462,309728.06521739,1521,971,254,67,1252,52,231,550
0.7,0,1,20,37,168422.47335244,190518.4279661,144765.29326923,308992.15217391,1611,973,262,82,1276,9,245,638
0.7,0,1,20,38,167092.03896848,188050.58898305,143385.55769231,304619.52173913,1670,996,244,99,1341,14,270,674
0.7,0,1,20,39,166292.1765043,185201.62288136,142692.62019231,303370.27173913,1601,951,251,77,1390,117,280,650
0.7,0,1,20,40,164516.47908309,183360.88559322,141327.02884615,300961.7826087,1650,930,250,85,1335,20,266,720
0.7,0,1,20,41,162803.88309456,180099.93220339,140145.22115385,297882.16304348,1712,929,244,68,1406,6,244,783
0.7,0,1,20,42,161868.48137536,178874.18644068,139215.1875,295825.18478261,1757,917,241,79,1453,16,259,840
0.7,0,1,20,43,160252.25673352,177548.01694915,138278.77884615,294125.92391304,1842,963,263,73,1524,18,233,879
0.7,0,1,20,44,159954.67507163,177269.67372881,137769.35096154,293404.56521739,1884,994,242,81,1576,15,266,890
0.7,0,1,20,45,159123.67449857,175734.96610169,136574.30769231,292694.94565217,1921,995,242,68,1622,11,262,926
0.7,0,1,20,46,157979.87163324,174375.62711864,134997.60576923,291293.33695652,1982,1017,246,82,1665,11,256,965
0.7,0,1,20,47,158323.15873926,174818.85169492,135202.63942308,293416.38043478,2021,1049,238,74,1739,30,243,972
0.7,0,1,20,48,157473.94613181,174541.54237288,134561.06730769,292692.93478261,2054,1025,242,68,1769,25,252,1029
0.7,0,1,20,49,156471.64469914,173110.20762712,133868.32211538,289725.86956522,2032,1050,242,64,1819,93,235,982
0.7,0,1,20,50,154830.67507163,171723.02542373,132708.375,286885.10869565,2055,1051,265,59,1780,49,252,1004
0.7,0,1,20,51,154304.3530086,171936.59745763,132591.13461538,287578.4673913,2124,1060,231,77,1824,8,231,1064
0.7,0,1,20,52,153865.95530086,171802.14830508,132546.52403846,287484.48913043,2190,1075,248,71,1873,2,251,1115
0.7,0,1,20,53,152612.76332378,170597.09322034,131731.11057692,284940.55434783,2248,1064,251,72,1933,8,257,1184
0.7,0,1,20,54,150398.46647564,168295.29661017,130274.51923077,281126.22826087,2318,1056,249,79,1998,8,250,1262
0.7,0,1,20,55,149032.27507163,166567.94067797,129644.23076923,278262.26086957,2362,1043,248,87,2059,32,259,1319
0.7,0,1,20,56,148456.86189112,165091.93644068,129254.76442308,277029.04347826,2404,1048,244,74,2098,12,264,1356
0.7,0,1,20,57,148127.94040115,163759.36016949,128651.77403846,275986.63043478,2456,1035,267,74,2141,26,263,1421
0.7,0,1,20,58,147780.20401146,163435.19491525,128222.86538462,275658.02173913,2477,1033,231,90,2196,40,260,1444
0.7,0,1,20,59,147154.1226361,162606.92372881,127643.36057692,274863.83695652,2496,1040,230,91,2229,54,248,1456
0.7,0,1,20,60,147365.98739255,162869.16101695,127557.80769231,275793.65217391,2522,1025,254,78,2244,54,252,1497
0.7,0,1,20,61,147454.45501433,162867.18644068,127377.16826923,276288.17391304,2560,947,245,88,2241,14,281,1613
0.7,0,1,20,62,147006.29226361,162441.75847458,127035.84134615,275635.68478261,2597,926,244,80,2287,14,273,1671
0.7,0,1,20,63,146652.58223496,161973.84745763,126662.86057692,275664.7173913,2681,941,260,84,2351,14,246,1740
0.7,0,1,20,64,146095.69971347,161058.84322034,126492.875,275021.48913043,2718,920,236,92,2403,13,278,1798
0.7,0,1,20,65,146458.13638968,161340.91949153,126872.32692308,276756.59782609,2765,932,255,76,2442,8,276,1833
0.7,0,1,20,66,146487.3512894,161015.8940678,126984.33653846,276704.61956522,2825,950,244,92,2495,6,270,1875
0.7,0,1,20,67,146355.0487106,160324.18220339,126162.375,276962.84782609,2806,943,241,84,2558,77,267,1863
0.7,0,1,20,68,147344.11002865,161063.37711864,126429.37019231,279216.40217391,2845,945,241,79,2534,9,272,1900
0.7,0,1,20,69,147470.58108883,161421.83898305,126836.75,280694.47826087,2895,972,237,71,2600,13,245,1923
0.7,0,1,20,70,147619.13810888,161634.34322034,126916.16346154,281609.80434783,2950,967,250,77,2631,8,264,1983
0.7,0,1,20,71,147142.18452722,161226.31355932,126390.12019231,281732.06521739,3015,986,251,79,2697,12,253,2029
0.7,0,1,20,72,146475.81891117,160478.02118644,125789.31730769,280689.34782609,3078,1007,249,85,2756,12,259,2071
0.7,0,1,20,73,145607.86704871,159475.19067797,125007.83173077,279583.69565217,3101,1033,227,66,2810,2,268,2068
0.7,0,1,20,74,145092.50888252,158806.69915254,124323.0625,279085.93478261,3170,1037,253,75,2849,7,252,2133
0.7,0,1,20,75,145240.25444126,158812.49576271,124271.48557692,279874.93478261,3240,1051,248,82,2917,7,253,2189
0.7,0,1,20,76,145258.18223496,158382.80084746,124165.16346154,279917.58695652,3294,1045,255,84,2963,8,277,2249
0.7,0,1,20,77,144945.63667622,158072.72457627,123752.54807692,279307.9673913,3337,1054,235,75,3038,11,256,2283
0.7,0,1,20,78,144474.55816619,157795.58050847,123272.96153846,279587.55434783,3395,1038,244,87,3074,10,263,2357
0.7,0,1,20,79,143816.32091691,157109.06779661,122615.90865385,278261.98913043,3438,1026,246,79,3130,17,265,2412
0.7,0,1,20,80,142532.60974212,155594.72457627,121308.59615385,276045.04347826,3482,1010,238,81,3173,10,265,2472
0.7,0,1,20,81,142329.71919771,155333.19915254,121062.73557692,275483.16304348,3560,1010,258,81,3227,6,255,2550
0.7,0,1,20,82,142566.93638968,155501.39830508,121110.08173077,276505.35869565,3581,1004,235,87,3288,29,272,2577
0.7,0,1,20,83,141954.67048711,155054.77542373,120753.47115385,275533,3619,991,225,81,3319,6,262,2628
0.7,0,1,20,84,142202.01031519,155565.5720339,121142.48557692,276845.15217391,3624,954,241,71,3365,53,254,2670
0.7,0,1,20,85,141740.38739255,155709.59322034,121102.50480769,276584.55434783,3656,938,255,76,3377,52,247,2718
0.7,0,1,20,86,140983.70659026,155041.31355932,120579.63942308,275913.95652174,3693,922,232,87,3391,17,265,2771
0.7,0,1,20,87,141030.8722063,155456.30932203,120598,277298.82608696,3764,932,248,86,3441,11,252,2832
0.7,0,1,20,88,140984.23839542,155347.11440678,120403.70192308,277667.2826087,3829,944,257,75,3504,7,260,2885
0.7,0,1,20,89,140735.34899713,155062.91101695,120044.03365385,277724.41304348,3900,948,263,82,3569,14,260,2952
0.7,0,1,20,90,140578.12951289,154723.55084746,119601.06730769,277208.30434783,3955,923,257,88,3615,5,285,3032
0.7,0,1,20,91,140893.27908309,155033.68220339,119419.38461538,278214.63043478,3999,914,250,86,3695,32,260,3085
0.7,0,1,20,92,141199.5025788,154962.74576271,119690.84615385,279271.94565217,4083,916,259,93,3744,13,255,3167
0.7,0,1,20,93,140514.18452722,154303.33050847,119330.61057692,278167.67391304,4103,878,241,88,3811,37,272,3225
0.7,0,1,20,94,139651.1747851,153311.28389831,118812.68269231,276632.59782609,4172,866,258,86,3838,10,265,3306
0.7,0,1,20,95,139433.22636103,153099.91525424,118594.72596154,276524.86956522,4207,858,246,88,3899,26,273,3349
0.7,0,1,20,96,139101.58395415,152830.22033898,118651.97596154,275939.26086957,4248,833,259,75,3925,11,282,3415
0.7,0,1,20,97,138897.38681948,152658.55508475,118506.49519231,275528.82608696,4253,840,232,88,3965,32,283,3413
0.7,0,1,20,98,138236.04584527,152086.49576271,118051.5625,274258.2173913,4290,852,238,75,4000,23,253,3438
0.7,0,1,20,99,137770.30601719,151481.55932203,117809.25,272789.65217391,4221,868,260,77,4027,143,263,3353
0.7,0,1,20,100,137550.87908309,151494.30508475,117733.26442308,273349.93478261,4187,878,257,76,3956,102,265,3309
0.7,0,1,20,101,137625.15071633,151408.41525424,117784.80288462,273500,4183,895,229,98,3921,65,266,3288
0.7,0,1,20,102,137399.83724928,151268.63135593,117501.32211538,273187.56521739,4088,931,257,82,3922,173,261,3157
0.7,0,1,20,103,137605.16217765,151361.81355932,117325.16826923,273491.92391304,3898,917,239,82,3814,237,274,2981
0.7,0,1,20,104,137648.79541547,151266.38983051,117518.44711538,273577.85869565,3941,898,241,87,3626,13,272,3043
0.7,0,1,20,105,137695.61260745,151329,117733.40865385,274019.45652174,4007,907,260,86,3673,12,268,3100
0.7,0,1,20,106,137917.64813754,151854.6440678,118160.15384615,274736.91304348,4047,897,238,82,3736,9,271,3150
0.7,0,1,20,107,137960.77249284,151660.11440678,117752.89903846,275550.31521739,4115,879,261,77,3783,6,264,3236
0.7,0,1,20,108,137678.28080229,151106.88983051,117727.07211538,275124.2826087,4195,891,267,90,3853,15,262,3304
0.7,0,1,20,109,137587.46131805,151158.22881356,117631.40384615,275737.54347826,4010,878,251,91,3922,254,273,3132
0.7,0,1,20,110,137223.5277937,150354.72033898,117325.20673077,275304.16304348,4046,907,247,76,3732,9,278,3139
0.7,0,1,20,111,136866.42292264,150017.53389831,116886.14903846,275234.83695652,4090,880,246,76,3778,10,268,3210
0.7,0,1,20,112,137084.87793696,150155.27966102,117315.57692308,276736.14130435,4111,870,233,77,3810,9,280,3241
0.7,0,1,20,113,137206.09283668,150224.38135593,117424.375,277447.63043478,4160,884,256,69,3852,17,259,3276
0.7,0,1,20,114,137159.37879656,150116.81355932,117153.90865385,278015.98913043,4193,901,241,66,3898,12,262,3292
0.7,0,1,20,115,136817.61604585,149393.59745763,116897.40384615,277167.19565217,4268,945,262,81,3933,8,260,3323
0.7,0,1,20,116,136942.4504298,149365.11864407,116791.25480769,277876.7173913,4028,919,255,81,4001,309,267,3109
0.7,0,1,20,117,136910.06303725,149042.4279661,116676.41346154,278537.75,4062,952,230,89,3756,13,272,3110
0.7,0,1,20,118,136447.32148997,148234.36016949,116376.37019231,277342.94565217,3188,966,234,92,3802,940,260,2222
0.7,0,1,20,119,135836.06418338,147443.73305085,115920.89423077,276073.52173913,3197,952,223,77,2927,30,261,2245
0.7,0,1,20,120,135156.57535817,146726.15677966,115736.29326923,274890.90217391,2837,967,256,76,2936,431,261,1870
0.7,0,1,20,121,134909.20802292,146203.37288136,115373.60096154,275230.94565217,2878,947,244,80,2562,8,275,1931
0.7,0,1,20,122,134405.81318052,145601.96186441,115031.53365385,274881.69565217,748,934,237,69,2632,2190,246,-186
0.7,0,1,20,123,134480.72664756,145443.68220339,114953.70192308,275954.0326087,713,960,251,77,487,102,261,-247
0.7,0,1,20,124,134582.97994269,145462.4279661,114830.50961538,277000.97826087,784,989,247,93,457,13,256,-205
0.7,0,1,20,125,134811.31690544,145509.55932203,114887.62980769,278152.05434783,737,963,256,83,507,109,277,-226
0.7,0,1,20,126,135077.63209169,145942.77966102,114855.75,279971.20652174,705,958,266,86,460,107,277,-253
0.7,0,1,20,127,135681.49684814,146794.94491525,115389.60576923,282948.94565217,754,948,265,85,417,13,288,-194
0.7,0,1,20,128,136404.50200573,148063.97457627,116128.79807692,286613.68478261,767,928,244,88,464,29,290,-161
0.7,0,1,20,129,136489.6504298,148588.44491525,116348.71634615,287736.27173913,794,927,234,81,495,16,272,-133
0.7,0,1,20,130,137726.98223496,149994.20338983,117036.81730769,293129.2173913,840,924,254,73,525,12,269,-84
0.7,0,1,20,131,138012.7243553,150619.50423729,117216.90865385,294598.25,887,957,237,78,588,16,252,-70
0.7,0,1,20,132,138139.52550143,150489.8220339,117134.23076923,295080.61956522,844,965,241,74,621,92,266,-121
0.7,0,1,20,133,138567.67679083,151349.05084746,117326.22596154,296472.79347826,883,957,241,86,566,10,278,-74
0.7,0,1,20,134,138569.94154728,151871.75423729,117151.45673077,297420.66304348,954,942,267,87,605,5,278,12
0.7,0,1,20,135,139178.73925501,152632.5720339,117388.28846154,299838.19565217,951,946,266,78,688,81,266,5
0.7,0,1,20,136,140116.45616046,153688.83050847,117820.125,303348.19565217,962,904,281,88,682,89,269,58
0.7,0,1,20,137,141343.77994269,154752.73728814,118386.26923077,308490.27173913,993,924,267,80,685,39,277,69
0.7,0,1,20,138,141208.13295129,154818.26694915,118358.58653846,307988.73913043,922,901,258,97,700,133,293,21
0.7,0,1,20,139,141104.91461318,154850.50423729,118247.17788462,308126.06521739,951,889,250,78,635,12,287,62
0.7,0,1,20,140,141182.50773639,154965.55084746,117991.66826923,308678.31521739,1000,882,262,72,683,17,268,118
0.7,0,1,20,141,141134.73696275,154976.87711864,118027.91346154,309034.55434783,1046,852,264,70,724,12,276,194
0.7,0,1,20,142,142130.72550143,156327.02966102,118623.55769231,312426.95652174,1113,901,259,74,788,8,258,212
0.7,0,1,20,143,143029.01318052,157647.41525424,119372.875,315500.18478261,1147,900,248,73,843,17,270,247
0.7,0,1,20,144,143430.93180516,157972.07627119,119556.89903846,316556.32608696,1037,889,272,76,892,203,255,148
0.7,0,1,20,145,143947.80974212,158329.35169492,119764.47115385,317879.79347826,1057,886,246,85,744,18,293,171
0.7,0,1,20,146,143598.59942693,158041.52542373,119434.14423077,317350.0326087,1102,883,251,81,781,11,276,219
0.7,0,1,20,147,144066.91575931,158190.50423729,119525.93269231,318750.42391304,1151,891,257,86,822,14,280,260
0.7,0,1,20,148,144025.50601719,158222.37288136,119222.91826923,318832.13043478,1186,881,246,89,862,11,289,305
0.7,0,1,20,149,143916.04355301,158076.66525424,118991.11538462,318549.02173913,1248,915,253,78,926,9,260,333
0.7,0,1,20,150,144036.80916905,158366.97457627,118808.49519231,319442.04347826,1299,904,249,89,976,15,272,395
0.7,0,1,20,151,144384.05272206,158375.75,119071.58173077,319893.25,1322,889,244,88,1016,26,283,433
0.7,0,1,20,152,144548.19255014,158325.61440678,118768.75,321117.27173913,1406,939,274,78,1072,18,250,467
0.7,0,1,20,153,145321.85902579,159075.45762712,119103.40384615,322764.91304348,1382,938,243,82,1121,64,285,444
0.7,0,1,20,154,145897.64584527,159863.19915254,119436.55769231,324675.85869565,1344,937,223,80,1110,69,272,407
0.7,0,1,20,155,146165.52206304,160089.80084746,119364.15384615,325928,1378,967,239,71,1078,10,266,411
0.7,0,1,20,156,147043.63094556,161460.56355932,119595.95192308,329307.73913043,1454,987,272,73,1117,8,261,467
0.7,0,1,20,157,145812.28653295,161537.27118644,119567.76923077,326242.2173913,1346,987,250,73,1186,163,268,359
0.7,0,1,20,158,145339.9243553,160863.08898305,119088.67788462,324602.5,1244,947,258,91,1072,177,274,297
0.7,0,1,20,159,144901.79484241,160794.55932203,118635.92788462,323290.89130435,1315,934,267,93,967,12,277,381
0.7,0,1,20,160,144858.73696275,160791.10169492,118169.5,322737.81521739,1364,893,241,97,1039,13,276,471
0.7,0,1,20,161,144760.35759312,160940.60169492,117982.03846154,322607.98913043,1398,900,248,74,1085,9,279,498
0.7,0,1,20,162,144972.62120344,161455.95762712,117661.27403846,323809.43478261,1447,912,239,73,1145,10,253,535
0.7,0,1,20,163,144340.71747851,160908.34322034,116944.94230769,322901.52173913,1492,930,246,84,1176,14,271,562
0.7,0,1,20,164,144447.19541547,160917.27118644,116864.79807692,323466.65217391,1192,888,221,85,1215,329,277,304
0.7,0,1,20,165,144765.23553009,161488.32627119,116638.57211538,325871.7826087,1232,928,253,68,935,24,257,304
0.7,0,1,20,166,144808.81604585,162214.97881356,116708.10576923,326695.23913043,933,907,262,76,967,372,265,26
0.7,0,1,20,167,144524.45616046,162033.61864407,116274.25,326724.52173913,891,919,246,77,665,97,268,-28
0.7,0,1,20,168,144387.39484241,161911.53389831,116001.04807692,327010.5,657,927,244,72,618,277,273,-270
0.7,0,1,20,169,145057.65501433,162400.16525424,116081.25480769,329864.32608696,587,918,234,71,392,110,265,-331
0.7,0,1,20,170,145421.04756447,163217.71610169,116087.20192308,332527.30434783,618,936,265,79,327,53,260,-318
0.7,0,1,20,171,146734.70945559,165125.86016949,117033.8125,337351.0326087,625,923,248,82,342,47,276,-298
0.7,0,1,20,172,147495.83954155,166830.34322034,117493.60096154,340118.92391304,645,942,244,82,372,53,253,-297
0.7,0,1,20,173,147796.37363897,167580.81779661,117717.23076923,341216.7173913,679,923,246,90,351,8,294,-244
0.7,0,1,20,174,148482.01948424,167869.69491525,117740.60096154,344610.64130435,646,950,241,71,402,68,277,-304
0.7,0,1,20,175,148176.74727794,167328.70762712,118077.47596154,343536.38043478,644,913,245,74,377,52,269,-269
0.7,0,1,20,176,148332.3782235,167315.20338983,118055.43269231,345352.23913043,696,939,263,71,375,13,269,-243
0.7,0,1,20,177,147662.47793696,166611.46186441,117739.99038462,343703.56521739,739,930,251,62,435,9,261,-191
0.7,0,1,20,178,147287.13352436,165961.21186441,117278.57692308,342887.76086957,730,890,249,74,459,52,280,-160
0.7,0,1,20,179,147271.84641834,165599.53813559,116977.21153846,343505.39130435,702,923,251,80,469,98,261,-221
0.7,0,1,20,180,147232.15358166,165180.97457627,116564.26923077,343086.45652174,782,965,277,83,426,4,276,-183
0.7,0,1,20,181,147131.00744986,164586.68644068,115935.25480769,343038.58695652,771,972,230,104,497,60,285,-201
0.7,0,1,20,182,146452.48595989,164183.3940678,115522.44230769,341686.06521739,811,921,244,83,487,3,284,-110
0.7,0,1,20,183,146598.57879656,164569.26694915,115299.45192308,342408.02173913,711,915,230,83,536,138,275,-204
0.7,0,1,20,184,147225.44412607,165175.04237288,115691.04326923,344127.17391304,738,927,241,74,441,18,270,-189
0.7,0,1,20,185,147096.24985673,165169.53389831,115313.72596154,345073.25,745,928,262,74,474,65,264,-183
0.7,0,1,20,186,146740.252149,165216.23305085,115015.375,344315.85869565,714,942,259,78,482,105,263,-228
0.7,0,1,20,187,145715.96103152,164393.73305085,114146.61538462,341845.20652174,746,947,227,93,433,7,281,-201
0.7,0,1,20,188,145443.80057307,163956.95762712,113646.22596154,340627.79347826,694,935,250,67,463,86,283,-241
0.7,0,1,20,189,145148.22464183,163487.90254237,113252.61057692,340673.70652174,634,942,231,81,426,104,268,-308
0.7,0,1,20,190,145079.01661891,162938.99576271,112629.96153846,341073.84782609,677,941,258,82,356,19,278,-264
0.7,0,1,20,191,143918.90659026,161556.46610169,111712.99519231,338210.51086957,678,947,234,82,417,55,260,-269
0.7,0,1,20,192,143424.46991404,160984.53389831,111139.97596154,337791.75,727,967,247,76,417,13,261,-240
0.7,0,1,20,193,142135.54613181,159489.79661017,110171.29807692,334026.14130435,773,962,252,84,450,13,277,-189
0.7,0,1,20,194,142174.96618911,159408.8940678,110264.38461538,334392.98913043,713,930,231,90,482,90,291,-217
0.7,0,1,20,195,141921.68252149,159107.05508475,110149.70192308,333963.17391304,693,907,233,72,441,53,272,-214
0.7,0,1,20,196,141455.46590258,158461.36864407,109656.33653846,333501.57608696,676,939,249,70,451,94,242,-263
0.7,0,1,20,197,140659.54383954,157393.15254237,109246.81730769,332110.20652174,731,951,246,76,420,11,256,-220
0.7,0,1,20,198,140474.25787966,157204.94491525,109180.97115385,332384.91304348,673,1002,258,80,469,134,262,-329
0.7,0,1,20,199,140071.05100287,157102.63135593,109009.81730769,332954.27173913,715,965,251,85,387,8,286,-250
0.7,0,1,20,200,138919.09226361,155915.41101695,108389.36057692,330175.92391304,700,974,232,72,450,54,265,-274
0.7,0,1,21,0,239169.9713467,266217.58474576,193210.69711538,461214.67391304,0,0,0,0,0,0,0,0
0.7,0,1,21,1,239258.16618911,266258.79237288,193351.08173077,461342.39130435,785,800,243,62,480,0,241,-15
0.7,0,1,21,2,244544.29799427,272577.54237288,197732.33173077,473527.44565217,862,940,240,67,555,0,230,-78
0.7,0,1,21,3,242392.41260745,269998.69915254,196853.59615385,467150.45652174,922,1046,235,88,599,0,263,-124
0.7,0,1,21,4,244702.24412607,272415.34322034,199303.75,471735.39130435,920,1160,250,84,685,99,237,-240
0.7,0,1,21,5,243733.48080229,271943.96186441,198538.05769231,470367.08695652,964,990,269,72,662,39,258,-26
0.7,0,1,21,6,240654.6773639,267335.52966102,195420.19230769,463152.05434783,987,1036,253,58,742,66,222,-49
0.7,0,1,21,7,238076.64412607,263744.20762712,192837.27884615,457009.80434783,1013,1000,226,68,750,31,237,13
0.7,0,1,21,8,236548.71060172,261741.46186441,191504.22115385,454272.09782609,1048,1005,246,77,777,52,236,43
0.7,0,1,21,9,231391.95186246,257250.75423729,188551.0625,445268.10869565,1113,1010,263,79,806,35,242,103
0.7,0,1,21,10,227188.22922636,251906.57627119,184826.96153846,435511.75,1165,1037,250,76,878,39,235,128
0.7,0,1,21,11,222687.91747851,247672.09745763,182597.33653846,426112.22826087,1202,965,248,73,904,23,261,237
0.7,0,1,21,12,218215.46819484,242745.88983051,179237.58173077,416419.67391304,1253,954,253,80,944,24,258,299
0.7,0,1,21,13,215223.83266476,241899.97033898,177144.90865385,409710.73913043,1311,982,249,73,1028,39,225,329
0.7,0,1,21,14,210659.58280802,235300.19491525,174128.09615385,395063.07608696,1349,946,258,67,1043,19,268,403
0.7,0,1,21,15,209274.14555874,233083.10169492,171453.75480769,391557.5,1420,944,258,84,1104,26,245,476
0.7,0,1,21,16,205622.15472779,228603.86440678,168651.39423077,384188.42391304,1440,980,226,63,1184,33,236,460
0.7,0,1,21,17,202450.12034384,225768.61016949,166500.22596154,375898,1502,980,256,69,1191,14,249,522
0.7,0,1,21,18,199506.67965616,221116.25847458,164856.99038462,369594.04347826,1563,994,248,80,1258,23,244,569
0.7,0,1,21,19,195537.57936963,217225.83050847,161244.4375,361467.85869565,1628,1014,251,83,1312,18,251,614
0.7,0,1,21,20,192437.37994269,214313.9279661,160201.77884615,354555.36956522,1694,1000,253,78,1384,21,244,694
0.7,0,1,21,21,189837.15071633,211753.86440678,158282.82692308,349444.0326087,1728,965,233,89,1420,14,274,763
0.7,0,1,21,22,186456.10315186,209117.21610169,155702.79807692,342390.61956522,1747,945,227,65,1477,22,251,802
0.7,0,1,21,23,182932.14441261,204742.44067797,153003.69230769,336504.59782609,1784,984,242,62,1495,15,252,800
0.7,0,1,21,24,181916.16045845,203374.02542373,151777.63461538,335624.84782609,1810,989,230,68,1531,19,253,821
0.7,0,1,21,25,178807.93581662,200256.56779661,149725.64423077,330274.70652174,1881,1024,248,67,1583,17,227,857
0.7,0,1,21,26,177053.31346705,198055.64830508,147823.07692308,327585.67391304,1946,1035,246,72,1639,11,242,911
0.7,0,1,21,27,174957.69627507,195518.38983051,144910.04807692,323000.20652174,1999,1039,241,75,1693,10,253,960
0.7,0,1,21,28,172800.64412607,192308.25847458,144094.15384615,317198.48913043,2049,971,249,77,1740,17,259,1078
0.7,0,1,21,29,171687.53237822,190790.71610169,143196.91346154,315450.54347826,2126,974,254,73,1806,7,243,1152
0.7,0,1,21,30,170684.19942693,188534.04237288,142540.56730769,313776.95652174,2157,953,220,86,1857,6,269,1204
0.7,0,1,21,31,168747.15415473,186737.52542373,141127.61538462,310018.02173913,2243,994,253,80,1913,3,244,1249
0.7,0,1,21,32,168416.73581662,186731.44491525,140980.23557692,311798.65217391,2293,984,238,71,1994,10,249,1309
0.7,0,1,21,33,167820.96962751,185344.04237288,140560.12980769,310372.38043478,2356,1025,256,68,2046,14,247,1331
0.7,0,1,21,34,166238.3243553,183126.19915254,139160.62019231,307607.65217391,2409,994,254,65,2103,13,253,1415
0.7,0,1,21,35,164594.10200573,181798.39830508,138495.60096154,304017.79347826,2444,978,228,84,2145,13,264,1466
0.7,0,1,21,36,162430.1982808,180384.26694915,137355.61057692,301707.10869565,2495,990,239,67,2202,13,242,1505
0.7,0,1,21,37,161597.52664756,179461.45338983,136611.14903846,300823.82608696,2543,976,239,80,2242,18,253,1567
0.7,0,1,21,38,159899.65616046,177642.18220339,135028.05769231,298457.92391304,2613,989,251,82,2296,16,247,1624
0.7,0,1,21,39,157607.41088825,173609.18220339,133613.37980769,293817.25,2661,1014,246,74,2352,11,261,1647
0.7,0,1,21,40,155374.56504298,170729.90677966,131607.82211538,290463.98913043,2717,988,253,78,2395,9,266,1729
0.7,0,1,21,41,153859.10601719,167277.33898305,130012.78365385,286672.95652174,2798,970,267,81,2459,9,258,1828
0.7,0,1,21,42,153065.1965616,166046.30084746,129072.20192308,285325.45652174,2827,937,228,86,2516,3,282,1890
0.7,0,1,21,43,151806.86532951,164743.81355932,127734.47115385,284235.5326087,2896,951,255,75,2576,10,251,1945
0.7,0,1,21,44,150046.69799427,162682.62711864,126515.64423077,281715.19565217,2940,941,249,76,2635,20,261,1999
0.7,0,1,21,45,147793.89340974,161102.61440678,124840.90865385,277888.7173913,2998,969,234,95,2679,10,261,2029
0.7,0,1,21,46,146449.83381089,159725.68220339,123827.53365385,275132.05434783,3021,996,237,76,2724,16,274,2025
0.7,0,1,21,47,144890.96848138,157497.98728814,122309.30769231,272429.48913043,3066,991,230,79,2762,5,259,2075
0.7,0,1,21,48,144056.21776504,156709.53813559,121804.33173077,271309.76086957,3137,982,244,77,2818,2,248,2155
0.7,0,1,21,49,142942.39083095,156182.19915254,121443.14903846,269485.73913043,3197,1016,234,89,2883,9,254,2181
0.7,0,1,21,50,142106.48939828,155225.69067797,120481.83653846,267732.10869565,3239,1020,232,73,2956,22,241,2219
0.7,0,1,21,51,141522.88825215,154059.83474576,120206.35096154,264602.77173913,3290,1035,258,68,2987,23,252,2255
0.7,0,1,21,52,140594.0722063,153658.43220339,119777.26923077,263498.36956522,3248,1014,253,80,3046,131,244,2234
0.7,0,1,21,53,139844.00687679,152952.09322034,119428.94711538,262258.10869565,3318,1022,259,87,2979,7,269,2296
0.7,0,1,21,54,139732.74727794,153058.63135593,119208.82692308,262593.68478261,3331,992,251,96,3041,57,277,2339
0.7,0,1,21,55,138929.13008596,152414.16949153,118793.97596154,261005.51086957,3400,989,271,78,3060,9,271,2411
0.7,0,1,21,56,138246.79885387,151611.42372881,118380.65865385,259680.11956522,3460,955,263,95,3110,8,290,2505
0.7,0,1,21,57,137216.65558739,151097.34322034,117850.04807692,257559.88043478,3499,918,269,74,3165,9,295,2581
0.7,0,1,21,58,137124.47449857,151090.18644068,117852.65384615,257624.54347826,3558,885,255,87,3224,8,275,2673
